"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/25/2016","San Francisco, Ca Rgnl","TEETH SAN FRANCISCO, CA #000","23.23","debit","Business Services","Investor Checking","",""
"8/25/2016","Uber.com","UBER US AUG23 IWHELP.UBER.COM, CA #000","12.68","debit","Rental Car & Taxi","Investor Checking","",""
"8/25/2016","Wesburger N More","WESBURGER N MORE SAN FRANCISCO, CA #000","6.00","debit","Fast Food","Investor Checking","",""
"8/25/2016","Bar None","BAR NONE SAN FRANCISCO, CA #000","16.00","debit","Alcohol & Bars","Investor Checking","",""
"8/25/2016","Java House","SQ *JAVA HOUSE San Francisco, CA #000","13.05","debit","Coffee Shops","Investor Checking","",""
"8/25/2016","Muji Soma","MUJI SOMA SAN FRANCISCO, CA #000","46.48","debit","Books & Supplies","Investor Checking","",""
"8/25/2016","Uber.com","UBER US AUG23 DXHELP.UBER.COM, CA #000","10.68","debit","Rental Car & Taxi","Investor Checking","",""
"8/24/2016","Deposit Pncbank Xtransfr","ACH Deposit PNCBANK_XTRANSFR    P2P","434.00","credit","Income","Campus Card Student Checking","",""
"8/24/2016","Philz Coffee San","SQ *PHILZ COFFEE SAN FRANCISCO, CA #000","8.50","debit","Coffee Shops","Investor Checking","",""
"8/24/2016","Sushiritto Market","SUSHIRITTO MARKET SAN FRANCISCO, CA #000","14.72","debit","Groceries","Investor Checking","",""
"8/24/2016","Pacific Gas El","PACIFIC GAS & EL AP RMR*OI*1115138**144","144.72","credit","Income","Investor Checking","",""
"8/24/2016","Apple","APPLE STORE #R075SAN FRANCISCO, CA #000","53.29","debit","Electronics & Software","Investor Checking","",""
"8/24/2016","Starbucks","STARBUCKS STORE 05SAN FRANCISCO, CA #000","7.20","debit","Coffee Shops","Investor Checking","",""
"8/23/2016","Inst Xfer Tran","PAYPAL INST XFER 160822~ Tran: ACHDW","105.00","debit","Transfer","Investor Checking","",""
"8/21/2016","Subway","SUBWAY 0426BERKELEY, CA #00000019","4.93","debit","Fast Food","Investor Checking","",""
"8/20/2016","Cafe Strada","CAFE STRADA, INC BERKELEY, CA #00000019","5.00","debit","Restaurants","Investor Checking","",""
"8/20/2016","Deposit Mobile Banking","Deposit Mobile Banking","50.00","credit","Income","Investor Checking","",""
"8/20/2016","Algiers Cafe","SQ *ALGIERS CAFE SAN FRANCISCO, CA #000","10.85","debit","Restaurants","Investor Checking","",""
"8/20/2016","Gawfco Enterprises Inc.","GAWFCO ENTERPRIS SAN FRANCISCO","1.59","debit","Gas & Fuel","Investor Checking","",""
"8/19/2016","Chevron","CHEVRON 0090338 OAKLAND, CA #000000190","41.44","debit","Gas & Fuel","Investor Checking","",""
"8/19/2016","Venmo Cashout","VENMO-0 CASHOUT","70.00","credit","Income","Investor Checking","",""
"8/19/2016","Eatsa Ca","EATSA 4159304006, CA #000000","7.84","debit","Fast Food","Investor Checking","",""
"8/19/2016","Venmo","VENMO-2 PAYMENT","44.75","debit","Transfer","Investor Checking","",""
"8/18/2016","Amazon","AMAZON MARKETPLA INTERNET 160817","69.95","debit","Shopping","Investor Checking","",""
"8/18/2016","Chevron","CHEVRON/RETAIL ALLIANCE RIO VISTA","2.68","debit","Gas & Fuel","Investor Checking","",""
"8/18/2016","Eatsa Ca","EATSA 4159304006, CA #000000","8.92","debit","Fast Food","Investor Checking","",""
"8/18/2016","Haus Coffee","SQ *HAUS COFFEE SAN FRANCISCO, CA #000","3.00","debit","Coffee Shops","Investor Checking","",""
"8/18/2016","Koja Kitchen","SQ *KOJA KITCHEN Berkeley, CA #00000019","7.94","debit","Food & Dining","Investor Checking","",""
"8/17/2016","Sightglass Cof","SQ *SIGHTGLASS COFSAN FRANCISCO, CA #000","3.50","debit","Coffee Shops","Investor Checking","",""
"8/17/2016","Subway","SUBWAY 0426BERKELEY, CA #00000019","6.57","debit","Fast Food","Investor Checking","",""
"8/17/2016","Fastrak","FASTRAK VIOLATION 415-486-8655, CA #0000","32.25","debit","Auto & Transport","Investor Checking","",""
"8/16/2016","Miss Tomato Sandwich Shop","MISS TOMATO SANDWISAN FRANCISCO, CA #000","7.25","debit","Fast Food","Investor Checking","",""
"8/16/2016","iTunes","APL* ITUNES.COM/BI866-712-7753, CA #0000","0.99","debit","Music","Investor Checking","",""
"8/15/2016","BART","BART-CLIPPER EMBARCADE SAN FRANCISCO","40.00","debit","Public Transportation","Investor Checking","",""
"8/15/2016","Amazon","AMAZON INTERNET 160811","12.35","debit","Shopping","Investor Checking","",""
"8/14/2016","In-N-Out Burger","IN-N-OUT BURGER #1LIVERMORE, CA #0000001","7.34","debit","Fast Food","Investor Checking","",""
"8/14/2016","Starbucks","STARBUCKS STORE 09SAN FRANCISCO, CA #000","2.45","debit","Coffee Shops","Investor Checking","",""
"8/13/2016","Mono Market Hwy","MONO MARKET 51303 HWY 3 LEE VNING","12.21","debit","Groceries","Investor Checking","",""
"8/13/2016","Atlas Cafe","ATLAS CAFE SAN FRANCISCO, CA #000","5.55","debit","Restaurants","Investor Checking","",""
"8/13/2016","Theos Cheesesteak Ca","THEOS CHEESESTEAK 8005602197, CA #000000","15.75","debit","Restaurants","Investor Checking","",""
"8/13/2016","Starbucks","STARBUCKS STORE 09SAN FRANCISCO, CA #000","5.70","debit","Coffee Shops","Investor Checking","",""
"8/13/2016","Cafe Strada","CAFE STRADA, INC BERKELEY, CA #00000019","5.40","debit","Restaurants","Investor Checking","",""
"8/13/2016","Tioga Pass Gas Mart","TIOGA PASS GAS MART 22 LEE VINING","19.09","debit","Gas & Fuel","Investor Checking","",""
"8/12/2016","Pacific Gas El","PACIFIC GAS & EL PAYROLL ~ Tran: ACHDD","1516.49","credit","Paycheck","Investor Checking","",""
"8/12/2016","The Melt","THE MELT 0005 BERKELEY, CA #00000019","9.75","debit","Shopping","Investor Checking","",""
"8/12/2016","Yelpinc Eat Miss","YELPINC*EAT24 MISS877-887-7815, CA #0000","7.25","debit","Food & Dining","Investor Checking","",""
"8/12/2016","Squarespace Ny","SQUARESPACE INC. 6465803456, NY #000000","144.00","debit","Electronics & Software","Investor Checking","",""
"8/11/2016","Eatsa Ca","EATSA 4159304006, CA #000000","8.92","debit","Food & Dining","Investor Checking","",""
"8/11/2016","Subway","SUBWAY 0426BERKELEY, CA #00000019","6.57","debit","Fast Food","Investor Checking","",""
"8/10/2016","Deposit Pncbank Xtransfr","ACH Deposit PNCBANK_XTRANSFR    P2P","434.00","credit","Income","Campus Card Student Checking","",""
"8/10/2016","Venmo Cashout","VENMO-0 CASHOUT","630.89","credit","Income","Investor Checking","",""
"8/10/2016","Specialty S Cafe and Bakery","SPECIALTYS CAFE ANSAN FRANCISCO, CA #000","11.52","debit","Restaurants","Investor Checking","",""
"8/09/2016","BART","BART-CLIPPER EMBARCADE SAN FRANCISCO","40.00","debit","Public Transportation","Investor Checking","",""
"8/07/2016","Blaze Pizza Davis","BLAZE PIZZA-DAVIS DAVIS, CA #00000019003","13.99","debit","Restaurants","Investor Checking","",""
"8/06/2016","Tahoe City Sush","TAHOE CITY SUSH 690 NOR Tahoe City","22.00","debit","Restaurants","Investor Checking","",""
"8/06/2016","Cafe Strada","CAFE STRADA, INC BERKELEY, CA #00000019","4.00","debit","Restaurants","Investor Checking","",""
"8/06/2016","Young's Backpacking, Inc","YOUNGS BACKPACKING INC BERKELEY","27.37","debit","Sporting Goods","Investor Checking","",""
"8/06/2016","Berkel & Berkel","PP*CREAMBERKEL BERKELEY, CA #00000019","4.99","debit","Restaurants","Investor Checking","",""
"8/06/2016","Starbucks","STARBUCKS STORE 09SAN FRANCISCO, CA #000","2.45","debit","Coffee Shops","Investor Checking","",""
"8/05/2016","Sodoi Coffee","SODOI COFFEE BERKELEY, CA #00000019","3.52","debit","Coffee Shops","Investor Checking","",""
"8/05/2016","BART","BART-CLIPPER BERKELEY 2 BERKELEY","20.00","debit","Public Transportation","Investor Checking","",""
"8/05/2016","The Power","EB THE POWER OF EN801-413-7200, CA #0000","13.65","debit","Sporting Goods","Investor Checking","",""
"8/04/2016","Parkingfine Payby Ca","PARKINGFINE- PAYBY866-226-9288, CA #0000","157.00","debit","Parking","Investor Checking","",""
"8/04/2016","Stable","STABLE CAFE SAN FRANCISCO, CA #000","7.50","debit","Service & Parts","Investor Checking","",""
"8/03/2016","Great Western Power","GREAT WESTERN POWEOAKLAND, CA #000000190","77.00","debit","Amusement","Investor Checking","",""
"8/03/2016","7-Eleven","7-ELEVEN 2601 TELEGRAPH BERKELEY","15.38","debit","Fast Food","Investor Checking","",""
"8/03/2016","Venmo Cashout","VENMO-0 CASHOUT","50.00","credit","Income","Investor Checking","",""
"8/03/2016","Specialty S Cafe and Bakery","SPECIALTYS CAFE ANSAN FRANCISCO, CA #000","5.22","debit","Restaurants","Investor Checking","",""
"8/02/2016","Funds Transfer Brokerage","Funds Transfer to Brokerage -9258","3162.00","debit","Transfer","Investor Checking","",""
"8/02/2016","BART","BART-CLIPPER ASHBY5104646474, CA #000000","20.00","debit","Public Transportation","Investor Checking","",""
"8/02/2016","BART","BART-CLIPPER 24TH ST 28 SAN FRANCISCO","24.00","debit","Public Transportation","Investor Checking","",""
"8/02/2016","Aventura","AVENTURA ANN ARBOR, MI #0000001","30.50","debit","Restaurants","Investor Checking","",""
"8/01/2016","CVS","CVS/PHARMACY #1012BERKELEY, CA #00000019","13.23","debit","Pharmacy","Investor Checking","",""
"8/01/2016","Trader Joe's","TRADER JOE'S #231 OAKLAND, CA #000000190","49.35","debit","Groceries","Investor Checking","",""
"8/01/2016","Uber.com","UBER TECHNOLOGIES 866-576-1039, CA #0000","4.92","debit","Rental Car & Taxi","Investor Checking","",""
"8/01/2016","Prime Student Ho","Prime Student Ho RESIDENT","1477.95","debit","Mortgage & Rent","Investor Checking","",""
"8/01/2016","Amazon","AMAZON MARKETPLA INTERNET 160728","7.99","debit","Shopping","Investor Checking","",""
"8/01/2016","Starbucks","STARBUCKS STORE 02ANN ARBOR, MI #0000001","2.23","debit","Coffee Shops","Investor Checking","",""
"8/01/2016","Rich J C","RICH J C RESTAURANANN ARBOR, MI #0000001","24.00","debit","Restaurants","Investor Checking","",""
"8/01/2016","Simply Gourmet South","SIMPLY GOURMET SOUTH SAN FRA, CA #000","1.85","debit","Groceries","Investor Checking","",""
"8/01/2016","7-Eleven","7-ELEVEN 2601 TELEGRAPH BERKELEY","9.49","debit","Fast Food","Investor Checking","",""
"8/01/2016","Venmo Cashout","VENMO-0 CASHOUT","20.00","credit","Income","Investor Checking","",""
"7/31/2016","University Of Mi","UNIVERSITY OF MICHANN ARBOR, MI #0000001","20.00","debit","Doctor","Investor Checking","",""
"7/31/2016","University Of Mi","UNIVERSITY OF MICHANN ARBOR, MI #0000001","7.00","debit","Doctor","Investor Checking","",""
"7/31/2016","Uber.com","UBER US JUL30 VVHELP.UBER.COM, CA #000","4.50","debit","Rental Car & Taxi","Investor Checking","",""
"7/31/2016","Three Twins","THREE TWINS ICE CRSAN FRANCISCO, CA #000","14.95","debit","Gift","Investor Checking","",""
"7/31/2016","Uber.com","UBER US JUL30 N7HELP.UBER.COM, CA #000","9.06","debit","Rental Car & Taxi","Investor Checking","",""
"7/30/2016","Jupiter","JUPITER BERKELEY, CA #00000019","44.98","debit","Uncategorized","Investor Checking","",""
"7/30/2016","Starbucks","STARBUCKS STORE 09SAN FRANCISCO, CA #000","2.95","debit","Coffee Shops","Investor Checking","",""
"7/30/2016","Fellini","FELLINI COFFEE BARBERKELEY, VT #00000019","3.75","debit","Restaurants","Investor Checking","",""
"7/29/2016","Interest Paid","Interest Paid","0.12","credit","Interest Income","Investor Checking","",""
"7/29/2016","Pacific Gas El","PACIFIC GAS & EL PAYROLL ~ Tran: ACHDD","1516.49","credit","Paycheck","Investor Checking","",""
"7/29/2016","Deposit Mobile Banking","Deposit Mobile Banking","350.00","credit","Income","Investor Checking","",""
"7/28/2016","Designer Cuts Berkeley","DESIGNER CUTS BERKELEY, CA #00000019","18.50","debit","Hair","Investor Checking","",""
"7/28/2016","Racha Cafe","RACHA CAFE BERKELEY, CA #00000019","26.95","debit","Restaurants","Investor Checking","",""
"7/28/2016","Pacific Gas El","PACIFIC GAS & EL AP RMR*OI*1094780**586","586.06","credit","Income","Investor Checking","",""
"7/28/2016","Venmo Cashout Tran","VENMO-0 CASHOUT ~ Tran: ACHDD","13.75","credit","Income","Investor Checking","",""
"7/27/2016","Deposit Pncbank Xtransfr","ACH Deposit PNCBANK_XTRANSFR    P2P","434.00","credit","Income","Campus Card Student Checking","",""
"7/27/2016","Funds Transfer Brokerage","Funds Transfer from Brokerage -9258","1520.00","credit","Transfer","Investor Checking","",""
"7/27/2016","Arco","ARCO 83649 6407 TELEGRA OAKLAND","20.35","debit","Gas & Fuel","Investor Checking","",""
"7/27/2016","iTunes","APL* ITUNES.COM/BI866-712-7753, CA #0000","4.99","debit","Music","Investor Checking","",""
"7/27/2016","Eatsa Ca","EATSA 4159304006, CA #000000","8.92","debit","Uncategorized","Investor Checking","",""
"7/27/2016","BART","BART-CLIPPER EMBAR5104646474, CA #000000","40.00","debit","Public Transportation","Investor Checking","",""
"7/26/2016","Cafe Strada","CAFE STRADA, INC BERKELEY, CA #00000019","8.20","debit","Restaurants","Investor Checking","",""
"7/26/2016","Trader Joe's","TRADER JOE'S #231 OAKLAND, CA #000000190","40.96","debit","Groceries","Investor Checking","",""
"7/25/2016","Artichoke Basi","SQ *ARTICHOKE BASIBerkeley, CA #00000019","4.70","debit","Uncategorized","Investor Checking","",""
"7/25/2016","Venmo","VENMO-2 PAYMENT","10.00","debit","Transfer","Investor Checking","",""
"7/25/2016","Noah's Bagels","NOAH'S BAGELS #210BERKELEY, CA #00000019","4.05","debit","Fast Food","Investor Checking","",""
"7/25/2016","iTunes","APL* ITUNES.COM/BI866-712-7753, CA #0000","13.77","debit","Music","Investor Checking","",""
"7/25/2016","Uber.com","UBER US JUL23 67HELP.UBER.COM, CA #000","4.75","debit","Rental Car & Taxi","Investor Checking","",""
"7/24/2016","Shattuck Marke","SQ *SHATTUCK MARKEBerkeley, CA #00000019","8.54","debit","Groceries","Investor Checking","",""
"7/23/2016","Caffe Mediterraneum","CAFFE MEDITERRANEUBERKELEY, CA #00000019","5.00","debit","Coffee Shops","Investor Checking","",""
"7/23/2016","Espresso Roma","ESPRESSO ROMA-MILABERKELEY, CA #00000019","6.15","debit","Restaurants","Investor Checking","",""
"7/21/2016","Altairglob Cwf Altair","AltairGlob640CWF Altair","1274.40","credit","Income","Investor Checking","",""
"7/21/2016","Starbucks","STARBUCKS STORE 07MADERA, CA #0000001900","7.50","debit","Coffee Shops","Investor Checking","",""
"7/21/2016","Peet's Coffee","PEETS 14102 SAN FRANCISCO, CA #000","5.05","debit","Coffee Shops","Investor Checking","",""
"7/21/2016","Residence Inn","RESIDENCE INNS FREFRESNO, CA #0000001900","367.13","debit","Hotel","Investor Checking","",""
"7/21/2016","BART","BART-CLIPPER MONTGOMER SAN FRANCISCO","39.00","debit","Public Transportation","Investor Checking","",""
"7/20/2016","Mediterranean Grill & Cafe","MEDITERRANEAN GRILFRESNO, CA #0000001900","14.97","debit","Restaurants","Investor Checking","",""
"7/20/2016","Guadalajara","GUADALAJARAS TAQUEFRESNO, CA #0000001900","10.64","debit","Restaurants","Investor Checking","",""
"7/20/2016","Valero","CERES VALERO CERES","3.31","debit","Gas & Fuel","Investor Checking","",""
"7/20/2016","Trader Joe's","TRADER JOE'S #231 OAKLAND, CA #000000190","46.55","debit","Groceries","Investor Checking","",""
"7/20/2016","Metal Mark","METAL MARK FRESNO, CA #0000001900","2.00","debit","Uncategorized","Investor Checking","",""
"7/19/2016","Subway","SUBWAY 0426BERKELEY, CA #00000019","6.70","debit","Fast Food","Investor Checking","",""
"7/19/2016","Love's Country Stores","LOVES COUNTRY 0000RIPON, CA #00000019000","34.33","debit","Gas & Fuel","Investor Checking","",""
"7/19/2016","Amazon","AMAZON INTERNET 160715","384.00","debit","Shopping","Investor Checking","",""
"7/18/2016","Cafe Strada","CAFE STRADA, INC BERKELEY, CA #00000019","2.75","debit","Restaurants","Investor Checking","",""
"7/18/2016","Love's Country Stores","LOVES COUNTRY RIPON","3.03","debit","Gas & Fuel","Investor Checking","",""
"7/18/2016","Amazon","AMAZON INTERNET 160714","332.43","debit","Shopping","Investor Checking","",""
"7/17/2016","Chevron","CHEVRON/CSI-098345/1547 CARMEL","3.24","debit","Gas & Fuel","Investor Checking","",""
"7/17/2016","Seniores Pizza Ber","SENIORES PIZZA BERBERKELEY, CA #00000019","3.49","debit","Restaurants","Investor Checking","",""
"7/17/2016","Chevron","CHEVRON 0094800 OAKLAND, CA #000000190","41.04","debit","Gas & Fuel","Investor Checking","",""
"7/16/2016","Cafe Strada","CAFE STRADA, INC BERKELEY, CA #00000019","3.75","debit","Restaurants","Investor Checking","",""
"7/16/2016","iTunes","APL* ITUNES.COM/BI866-712-7753, CA #0000","0.99","debit","Music","Investor Checking","",""
"7/16/2016","Trader Joe's","TRADER JOE'S # 231 OAKLAND","26.65","debit","Groceries","Investor Checking","",""
"7/15/2016","Newegg","WWW.NEWEGG.COM 800-390-1119, CA #0000","80.61","debit","Electronics & Software","Investor Checking","",""
"7/15/2016","Funds Transfer Brokerage","Funds Transfer from Brokerage -9258","1000.00","credit","Transfer","Investor Checking","",""
"7/15/2016","Deposit Mobile Banking","Deposit Mobile Banking","1396.58","credit","Income","Investor Checking","",""
"7/15/2016","Newegg","WWW.NEWEGG.COM 800-390-1119, CA #0000","342.88","debit","Electronics & Software","Investor Checking","",""
"7/14/2016","Chevron","CHEVRON 0090972 BERKELEY, CA #00000019","15.05","debit","Gas & Fuel","Investor Checking","",""
"7/14/2016","Amazon","AMAZON INTERNET 160712","19.59","debit","Shopping","Investor Checking","",""
"7/14/2016","Amazon","AMAZON INTERNET 160712","14.67","debit","Shopping","Investor Checking","",""
"7/14/2016","Starbucks","STARBUCKS STORE 09SAN FRANCISCO, CA #000","2.45","debit","Coffee Shops","Investor Checking","",""
"7/13/2016","Ets Gre Test","ETS*GRE Test Serv609-771-7670, NJ #0000","205.00","debit","Uncategorized","Investor Checking","",""
"7/13/2016","CVS","CVS/PHARMACY #10 10121- BERKELEY","4.59","debit","Pharmacy","Investor Checking","",""
"7/13/2016","Venmo","VENMO-2 PAYMENT","25.00","debit","Transfer","Investor Checking","",""
"7/12/2016","Touchstone Climbing","TOUCHSTONE CLIMBIN8778877815, CA #000000","50.00","debit","Amusement","Investor Checking","",""
"7/12/2016","Starbucks","STARBUCKS #10251 SSan Francisco, CA #000","2.25","debit","Coffee Shops","Investor Checking","",""
"7/12/2016","Touchstone Climbing","TOUCHSTONE CLIMBIN8778877815, CA #000000","50.00","debit","Amusement","Investor Checking","",""
"7/11/2016","Peet's Coffee","PEETS 13602 BERKELEY, CA #00000019","2.30","debit","Coffee Shops","Investor Checking","",""
"7/11/2016","Venmo","VENMO-2 PAYMENT","6.00","debit","Transfer","Investor Checking","",""
"7/10/2016","Triple Rock Brewery","TRIPLE ROCK BREWERBERKELEY, CA #00000019","9.50","debit","Alcohol & Bars","Investor Checking","",""
"7/10/2016","Bourbon & Branch","BOURBON AND BRANCHSAN FRANCISCO, CA #000","30.82","debit","Alcohol & Bars","Investor Checking","",""
"7/10/2016","CVS","CVS/PHARMACY BERKELEY","17.07","debit","Pharmacy","Investor Checking","",""
"7/10/2016","CVS","CVS/PHARMACY #10 10121- BERKELEY","14.01","debit","Pharmacy","Investor Checking","",""
"7/09/2016","Miss Tomato Sandwich Shop","MISS TOMATO SANDWISAN FRANCISCO, CA #000","9.25","debit","Fast Food","Investor Checking","",""
"7/09/2016","BART","BART-CLIPPER ASHBY 3100 BERKELEY","30.00","debit","Public Transportation","Investor Checking","",""
"7/09/2016","Berkel & Berkel","PP*CREAMBERKEL BERKELEY, CA #00000019","4.98","debit","Restaurants","Investor Checking","",""
"7/09/2016","Trader Joe's","TRADER JOE'S # 231 OAKLAND","62.45","debit","Groceries","Investor Checking","",""
"7/08/2016","Starbucks","STARBUCKS STORE 09SAN FRANCISCO, CA #000","4.00","debit","Coffee Shops","Investor Checking","",""
"7/08/2016","San Francisco, Ca Rgnl","TEETH SAN FRANCISCO, CA #000","17.81","debit","Business Services","Investor Checking","",""
"7/07/2016","Bart Clipper Embarcade","BART-CLIPPER EMBARCADE SAN FRANCISCO (Re","20.00","credit","Income","Investor Checking","",""
"7/07/2016","Peet's Coffee","PEETS 14102 SAN FRANCISCO, CA #000","3.00","debit","Coffee Shops","Investor Checking","",""
"7/07/2016","BART","BART-CLIPPER EMBARCADE SAN FRANCISCO","20.00","debit","Public Transportation","Investor Checking","",""
"7/07/2016","BART","BART-CLIPPER EMBARCADE SAN FRANCISCO","20.00","debit","Public Transportation","Investor Checking","",""
"7/06/2016","U Cha","U CHA BERKELEY, CA #00000019","4.77","debit","Uncategorized","Investor Checking","",""
"7/06/2016","Blue Bottle Cosan","SQ *BLUE BOTTLE COSAN FRANCISCO, CA #000","4.16","debit","Coffee Shops","Investor Checking","",""
"7/06/2016","Han Bistro","HAN'S BISTRO BERKELEY, CA #00000019","14.35","debit","Restaurants","Investor Checking","",""
"7/05/2016","Funds Transfer Brokerage","Funds Transfer to Brokerage -9258","739.00","debit","Transfer","Investor Checking","",""
"7/05/2016","Venmo Cashout","VENMO-0 CASHOUT","770.03","credit","Income","Investor Checking","",""
"7/05/2016","Amazon","AMAZON INTERNET 160704","13.80","debit","Shopping","Investor Checking","",""
"7/04/2016","Tugg Tx","855-321-8844 TUGG.8553218844, TX #000000","26.00","debit","Movies & DVDs","Investor Checking","",""
"7/04/2016","Slanted Door","SLANTED DOOR SAN FRANCISCO, CA #000","13.01","debit","Restaurants","Investor Checking","",""
"7/03/2016","Starbucks","STARBUCKS STORE 05SAN FRANCISCO, CA #000","4.00","debit","Coffee Shops","Investor Checking","",""
"7/03/2016","Great Western Power","GREAT WESTERN POWEOAKLAND, CA #000000190","77.00","debit","Amusement","Investor Checking","",""
"7/02/2016","Performance Bike","PERFORMANCE BIKE SHOP 1 BERKELEY","70.58","debit","Sporting Goods","Investor Checking","",""
"7/02/2016","Levi's","LEVIS STORE 186 SAN FRANCISCO","31.64","debit","Clothing","Investor Checking","",""
"7/02/2016","Trader Joe's","TRADER JOE'S #186 BERKELEY","123.87","debit","Groceries","Investor Checking","",""
"7/02/2016","Uniqlo","UNIQLO UNION SQUARSAN FRANCISCO, CA #000","8.59","debit","Clothing","Investor Checking","",""
"7/02/2016","7-Eleven","7-ELEVEN 2601 TELEGRAPH BERKELEY","18.05","debit","Fast Food","Investor Checking","",""
"7/01/2016","Uber.com","UBER TECHNOLOGIES 866-576-1039, CA #0000","13.16","debit","Rental Car & Taxi","Investor Checking","",""
"7/01/2016","Deposit Mobile Banking","Deposit Mobile Banking","1516.49","credit","Income","Investor Checking","",""
"7/01/2016","Corner Bakery Cafe","CORNER BAKERY CAFESAN FRANCISCO, CA #000","5.48","debit","Restaurants","Investor Checking","",""
"7/01/2016","Starbucks","STARBUCKS STORE 09SAN FRANCISCO, CA #000","2.45","debit","Coffee Shops","Investor Checking","",""
"7/01/2016","Uniqlo","UNIQLO UNION SQUARSAN FRANCISCO, CA #000","54.16","debit","Clothing","Investor Checking","",""
"7/01/2016","Inst Xfer","PAYPAL INST XFER 160630","597.20","debit","Transfer","Investor Checking","",""
"6/30/2016","ATM Fee Refund","ATM Fee Rebate","8.00","credit","ATM Fee","Investor Checking","",""
"6/30/2016","Interest Paid","Interest Paid","0.05","credit","Interest Income","Investor Checking","",""
"6/30/2016","BART","BART ASHBY STATION QPS BERKELEY","6.00","debit","Public Transportation","Investor Checking","",""
"6/30/2016","BART","BART-CLIPPER EMBARCADE SAN FRANCISCO","20.00","debit","Public Transportation","Investor Checking","",""
"6/30/2016","Prime Student Ho","Prime Student Ho RESIDENT","1477.95","debit","Mortgage & Rent","Investor Checking","",""
"6/29/2016","Slanted Door","SLANTED DOOR SAN FRANCISCO, CA #000","15.27","debit","Restaurants","Investor Checking","",""
"6/29/2016","Uber.com","UBER US JUN28 TCHELP.UBER.COM, CA #000","9.88","debit","Rental Car & Taxi","Investor Checking","",""
"6/29/2016","Deposit Mobile Banking","Deposit Mobile Banking","500.00","credit","Income","Investor Checking","",""
"6/29/2016","Uber.com","UBER US JUN28 K7HELP.UBER.COM, CA #000","11.22","debit","Rental Car & Taxi","Investor Checking","",""
"6/29/2016","Amazon","AMAZON MARKETPLA INTERNET 160628","49.99","debit","Shopping","Investor Checking","",""
"6/28/2016","Whole Foods","WHOLEFDS PTH 102 450 RH SAN FRANCISCO","12.52","debit","Groceries","Investor Checking","",""
"6/28/2016","CVS","CVS/PHARMACY #10 10121- BERKELEY","14.20","debit","Pharmacy","Investor Checking","",""
"6/27/2016","Funds Transfer Brokerage","Funds Transfer from Brokerage -9258","1520.00","credit","Transfer","Investor Checking","",""
"6/27/2016","Starbucks","STARBUCKS STORE 10MERCED, CA #0000001900","0.50","debit","Coffee Shops","Investor Checking","",""
"6/27/2016","iTunes","APL* ITUNES.COM/BI866-712-7753, CA #0000","4.99","debit","Music","Investor Checking","",""
"6/27/2016","Amazon","AMAZON INTERNET 160623","19.67","debit","Shopping","Investor Checking","",""
"6/26/2016","iTunes","APL* ITUNES.COM/BI866-712-7753, CA #0000","13.77","debit","Music","Investor Checking","",""
"6/25/2016","Rich & Sal's Sport Shop","RICH AND SALS SPORT PINECREST","7.51","debit","Sporting Goods","Investor Checking","",""
"6/24/2016","BART","BART-CLIPPER POWEL5104646474, CA #000000","20.00","debit","Public Transportation","Investor Checking","",""
"6/23/2016","Nas Coffee","NAS COFFEE SAN FRANCISCO, CA #000","4.20","debit","Coffee Shops","Investor Checking","",""
"6/23/2016","Recreation.gov","RECREATION.GOV 888-448-1474, NY #0000","24.00","debit","Travel","Investor Checking","",""
"6/23/2016","Recreation.gov","RECREATION.GOV 888-448-1474, NY #0000","4.50","debit","Travel","Investor Checking","",""
"6/22/2016","Over The Moon","SQ *OVER THE MOON San Francisco, CA #000","3.50","debit","Business Services","Investor Checking","",""
"6/22/2016","Univ Michigan Um","UNIV OF MICHIGAN UM_PAYMENT 160621~ Tran","7.60","credit","Income","Investor Checking","",""
"6/21/2016","iTunes","APL* ITUNES.COM/BI866-712-7753, CA #0000","12.71","debit","Music","Investor Checking","",""
"6/20/2016","Funds Transfer Brokerage","Funds Transfer from Brokerage -9258","833.18","credit","Transfer","Investor Checking","",""
"6/20/2016","Four Barrel Cosan","SQ *FOUR BARREL COSan Francisco, CA #000","7.88","debit","Coffee Shops","Investor Checking","",""
"6/20/2016","Purple Kow","PURPLE KOW BERKELEY, CA #00000019","9.38","debit","Restaurants","Investor Checking","",""
"6/20/2016","Venmo","VENMO-2 PAYMENT","12.50","debit","Transfer","Investor Checking","",""
"6/20/2016","Taqueria Los Coyotes","TAQUERIA LOS COYOTSAN FRANCISCO, CA #000","9.07","debit","Restaurants","Investor Checking","",""
"6/20/2016","Philz Coffee","SQ *PHILZ COFFEE OAKLAND, CA #000000190","18.00","debit","Coffee Shops","Investor Checking","",""
"6/20/2016","San Francisco, Ca Rgnl","ABV SAN FRANCISCO, CA #000","26.93","debit","Business Services","Investor Checking","",""
"6/20/2016","7-Eleven","7-ELEVEN 2601 TELEGRAPH BERKELEY","11.62","debit","Fast Food","Investor Checking","",""
"6/20/2016","Ben & Jerry's","BEN AND JERRY'S OFBERKELEY, CA #00000019","6.00","debit","Fast Food","Investor Checking","",""
"6/19/2016","Uber.com","UBER JUN17 US 6WHELP.UBER.COM, CA #000","54.48","debit","Rental Car & Taxi","Investor Checking","",""
"6/19/2016","Trader Joe's","TRADER JOE'S # 231 OAKLAND","25.85","debit","Groceries","Investor Checking","",""
